# CarANC Session Log
# format=jsonl
# vehicle=skoda Octavia 2019
# scenario=行駛中
# phonePlacement=中控下方
# connectionType=usb androidauto
# ---
{"ts":1781739456137,"phase":"session_start","vehicleModel":"skoda Octavia 2019","scenario":"行駛中","phonePlacement":"中控下方","connectionType":"usb androidauto","deviceModel":"Pixel 10 Pro Fold","deviceManufacturer":"Google","androidRelease":"17","sdkInt":37,"productName":"CarANC","subscriptionPlan":"pro_monthly","subscriptionLabel":"專業版（月訂）","safetyConsentAccepted":true}
{"ts":1781739456137,"phase":"service_start","subscriptionPlan":"pro_monthly","mimoEnabled":true,"obdEnabled":true}
{"ts":1781739456185,"phase":"aa_connected","connectionType":2}
{"ts":1781739921977,"phase":"bump_detected","blockRms":0.57632625,"frozen":true}
{"ts":1781739922008,"phase":"bump_detected","blockRms":0.9979592,"frozen":true}
{"ts":1781739922011,"phase":"bump_detected","blockRms":0.87822133,"frozen":true}
{"ts":1781739922270,"phase":"bump_detected","blockRms":0.6846085,"frozen":true}
{"ts":1781739922403,"phase":"bump_detected","blockRms":0.7314331,"frozen":true}
{"ts":1781739922723,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739923980,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-14.053607,"cancelledDb":-14.053607,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.022129582,"bandMidRatio":0.01748472,"bandHighRatio":0.9603857,"bandConfidence":0.9382561,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":18.669313,"speedValid":true,"speedAccuracyM":4.166,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739924228,"phase":"bump_detected","blockRms":0.7029032,"frozen":true}
{"ts":1781739924751,"phase":"bump_detected","blockRms":0.9651063,"frozen":true}
{"ts":1781739924828,"phase":"bump_detected","blockRms":0.986597,"frozen":true}
{"ts":1781739925164,"phase":"bump_detected","blockRms":0.5977123,"frozen":true}
{"ts":1781739925436,"phase":"bump_detected","blockRms":0.99852675,"frozen":true}
{"ts":1781739925608,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-47.530334,"cancelledDb":-47.530334,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.70834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1799,"suggestedObserveSec":0}
{"ts":1781739925707,"phase":"bump_detected","blockRms":0.36235374,"frozen":true}
{"ts":1781739925729,"phase":"bump_detected","blockRms":0.5485387,"frozen":true}
{"ts":1781739925731,"phase":"bump_detected","blockRms":0.8333495,"frozen":true}
{"ts":1781739925944,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739925947,"phase":"bump_detected","blockRms":0.99580115,"frozen":true}
{"ts":1781739925988,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-8.40899,"cancelledDb":-8.40899,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.014927244,"bandMidRatio":0.011804724,"bandHighRatio":0.97326803,"bandConfidence":0.95834076,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":15.181889,"speedValid":true,"speedAccuracyM":7.224,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739926115,"phase":"bump_detected","blockRms":0.914369,"frozen":true}
{"ts":1781739926283,"phase":"bump_detected","blockRms":0.8600185,"frozen":true}
{"ts":1781739926366,"phase":"bump_detected","blockRms":0.80569667,"frozen":true}
{"ts":1781739926369,"phase":"bump_detected","blockRms":0.71288383,"frozen":true}
{"ts":1781739926627,"phase":"bump_detected","blockRms":0.698696,"frozen":true}
{"ts":1781739926631,"phase":"bump_detected","blockRms":0.6618792,"frozen":true}
{"ts":1781739927186,"phase":"bump_detected","blockRms":0.19783211,"frozen":true}
{"ts":1781739927240,"phase":"bump_detected","blockRms":0.5300507,"frozen":true}
{"ts":1781739927263,"phase":"bump_detected","blockRms":0.788689,"frozen":true}
{"ts":1781739927266,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739927269,"phase":"bump_detected","blockRms":0.91558987,"frozen":true}
{"ts":1781739927413,"phase":"bump_detected","blockRms":0.6347685,"frozen":true}
{"ts":1781739927426,"phase":"bump_detected","blockRms":0.84741193,"frozen":true}
{"ts":1781739927429,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739927626,"phase":"bump_detected","blockRms":0.46719813,"frozen":true}
{"ts":1781739927788,"phase":"bump_detected","blockRms":0.5812917,"frozen":true}
{"ts":1781739927791,"phase":"bump_detected","blockRms":0.7126209,"frozen":true}
{"ts":1781739927798,"phase":"bump_detected","blockRms":0.8337314,"frozen":true}
{"ts":1781739927800,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739928010,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-27.072184,"cancelledDb":-27.072184,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.011370874,"bandMidRatio":0.008583182,"bandHighRatio":0.9800459,"bandConfidence":0.968675,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":13.556889,"speedValid":true,"speedAccuracyM":7.443,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739928029,"phase":"bump_detected","blockRms":0.4912665,"frozen":true}
{"ts":1781739928031,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739928033,"phase":"bump_detected","blockRms":0.83338475,"frozen":true}
{"ts":1781739928285,"phase":"bump_detected","blockRms":0.87013143,"frozen":true}
{"ts":1781739928677,"phase":"bump_detected","blockRms":0.83524173,"frozen":true}
{"ts":1781739928680,"phase":"bump_detected","blockRms":0.93533844,"frozen":true}
{"ts":1781739929007,"phase":"bump_detected","blockRms":0.2941001,"frozen":true}
{"ts":1781739929015,"phase":"bump_detected","blockRms":0.57456285,"frozen":true}
{"ts":1781739929017,"phase":"bump_detected","blockRms":0.49237174,"frozen":true}
{"ts":1781739929086,"phase":"bump_detected","blockRms":0.43519196,"frozen":true}
{"ts":1781739929100,"phase":"bump_detected","blockRms":0.7056796,"frozen":true}
{"ts":1781739929104,"phase":"bump_detected","blockRms":0.60034305,"frozen":true}
{"ts":1781739929416,"phase":"bump_detected","blockRms":0.29437456,"frozen":true}
{"ts":1781739929464,"phase":"bump_detected","blockRms":0.43926537,"frozen":true}
{"ts":1781739929467,"phase":"bump_detected","blockRms":0.56148314,"frozen":true}
{"ts":1781739929708,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739929911,"phase":"bump_detected","blockRms":0.13404754,"frozen":true}
{"ts":1781739929917,"phase":"bump_detected","blockRms":0.26340356,"frozen":true}
{"ts":1781739929920,"phase":"bump_detected","blockRms":0.56031907,"frozen":true}
{"ts":1781739929922,"phase":"bump_detected","blockRms":0.39993337,"frozen":true}
{"ts":1781739929939,"phase":"bump_detected","blockRms":0.37495908,"frozen":true}
{"ts":1781739929969,"phase":"bump_detected","blockRms":0.7040915,"frozen":true}
{"ts":1781739930032,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-15.209017,"cancelledDb":-15.209017,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.003392163,"bandMidRatio":0.002824993,"bandHighRatio":0.9937829,"bandConfidence":0.9903907,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":9.803929,"speedValid":true,"speedAccuracyM":4.761,"speedSource":"fused","noiseSource":"ROAD","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739930204,"phase":"bump_detected","blockRms":0.73052,"frozen":true}
{"ts":1781739930205,"phase":"bump_detected","blockRms":0.93110573,"frozen":true}
{"ts":1781739930215,"phase":"bump_detected","blockRms":0.99683183,"frozen":true}
{"ts":1781739930453,"phase":"bump_detected","blockRms":0.19479375,"frozen":true}
{"ts":1781739930461,"phase":"bump_detected","blockRms":0.32886437,"frozen":true}
{"ts":1781739930474,"phase":"bump_detected","blockRms":0.32888994,"frozen":true}
{"ts":1781739930478,"phase":"bump_detected","blockRms":0.5079656,"frozen":true}
{"ts":1781739930632,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-26.062729,"cancelledDb":-26.062729,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.70834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1804,"suggestedObserveSec":0}
{"ts":1781739930705,"phase":"bump_detected","blockRms":0.9155523,"frozen":true}
{"ts":1781739931000,"phase":"bump_detected","blockRms":0.34979886,"frozen":true}
{"ts":1781739931017,"phase":"bump_detected","blockRms":0.4065429,"frozen":true}
{"ts":1781739931032,"phase":"bump_detected","blockRms":0.8050672,"frozen":true}
{"ts":1781739931120,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739931340,"phase":"bump_detected","blockRms":0.3564994,"frozen":true}
{"ts":1781739931343,"phase":"bump_detected","blockRms":0.3204521,"frozen":true}
{"ts":1781739931366,"phase":"bump_detected","blockRms":0.51643074,"frozen":true}
{"ts":1781739931371,"phase":"bump_detected","blockRms":0.53776664,"frozen":true}
{"ts":1781739931382,"phase":"bump_detected","blockRms":0.9306263,"frozen":true}
{"ts":1781739931641,"phase":"bump_detected","blockRms":0.9969988,"frozen":true}
{"ts":1781739931898,"phase":"bump_detected","blockRms":0.8096607,"frozen":true}
{"ts":1781739932052,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-18.750761,"cancelledDb":-18.750761,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.010403035,"bandMidRatio":0.008065026,"bandHighRatio":0.981532,"bandConfidence":0.97112894,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":7.556114,"speedValid":true,"speedAccuracyM":5.272,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739932831,"phase":"bump_detected","blockRms":0.20929481,"frozen":true}
{"ts":1781739932842,"phase":"bump_detected","blockRms":0.3605594,"frozen":true}
{"ts":1781739932845,"phase":"bump_detected","blockRms":0.31556338,"frozen":true}
{"ts":1781739932862,"phase":"bump_detected","blockRms":0.4392175,"frozen":true}
{"ts":1781739932879,"phase":"bump_detected","blockRms":0.4916938,"frozen":true}
{"ts":1781739932935,"phase":"bump_detected","blockRms":0.9773439,"frozen":true}
{"ts":1781739933188,"phase":"bump_detected","blockRms":0.1794116,"frozen":true}
{"ts":1781739933191,"phase":"bump_detected","blockRms":0.31345502,"frozen":true}
{"ts":1781739933195,"phase":"bump_detected","blockRms":0.20529483,"frozen":true}
{"ts":1781739933202,"phase":"bump_detected","blockRms":0.35090712,"frozen":true}
{"ts":1781739933205,"phase":"bump_detected","blockRms":0.3978844,"frozen":true}
{"ts":1781739933216,"phase":"bump_detected","blockRms":0.39217067,"frozen":true}
{"ts":1781739933219,"phase":"bump_detected","blockRms":0.47273982,"frozen":true}
{"ts":1781739933227,"phase":"bump_detected","blockRms":0.5628111,"frozen":true}
{"ts":1781739933451,"phase":"bump_detected","blockRms":0.8504927,"frozen":true}
{"ts":1781739933744,"phase":"bump_detected","blockRms":0.19603768,"frozen":true}
{"ts":1781739933746,"phase":"bump_detected","blockRms":0.29415992,"frozen":true}
{"ts":1781739933755,"phase":"bump_detected","blockRms":0.8617186,"frozen":true}
{"ts":1781739933758,"phase":"bump_detected","blockRms":0.820093,"frozen":true}
{"ts":1781739933775,"phase":"bump_detected","blockRms":0.86062056,"frozen":true}
{"ts":1781739934007,"phase":"bump_detected","blockRms":0.99998474,"frozen":true}
{"ts":1781739934082,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-70.33356,"cancelledDb":-81.389786,"reductionDb":11.056229,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.030008178,"bandMidRatio":0.03349836,"bandHighRatio":0.93649346,"bandConfidence":0.90648526,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":24.772852,"mediaCorrelation":-0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":5.2679133,"speedValid":true,"speedAccuracyM":9.684,"speedSource":"fused","noiseSource":"MIXED","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
{"ts":1781739934205,"phase":"bump_detected","blockRms":0.2585208,"frozen":true}
{"ts":1781739934207,"phase":"bump_detected","blockRms":0.3596883,"frozen":true}
{"ts":1781739934210,"phase":"bump_detected","blockRms":0.5041568,"frozen":true}
{"ts":1781739934238,"phase":"bump_detected","blockRms":0.98876446,"frozen":true}
{"ts":1781739934416,"phase":"bump_detected","blockRms":0.9428137,"frozen":true}
{"ts":1781739934661,"phase":"bump_detected","blockRms":0.15496387,"frozen":true}
{"ts":1781739934729,"phase":"bump_detected","blockRms":0.16798274,"frozen":true}
{"ts":1781739934731,"phase":"bump_detected","blockRms":0.3632111,"frozen":true}
{"ts":1781739934734,"phase":"bump_detected","blockRms":0.2681809,"frozen":true}
{"ts":1781739934747,"phase":"bump_detected","blockRms":0.6130063,"frozen":true}
{"ts":1781739934757,"phase":"bump_detected","blockRms":0.7389809,"frozen":true}
{"ts":1781739935032,"phase":"bump_detected","blockRms":0.14165875,"frozen":true}
{"ts":1781739935036,"phase":"bump_detected","blockRms":0.28684536,"frozen":true}
{"ts":1781739935038,"phase":"bump_detected","blockRms":0.196625,"frozen":true}
{"ts":1781739935049,"phase":"bump_detected","blockRms":0.66469765,"frozen":true}
{"ts":1781739935051,"phase":"bump_detected","blockRms":0.6166147,"frozen":true}
{"ts":1781739935060,"phase":"bump_detected","blockRms":0.64740473,"frozen":true}
{"ts":1781739935271,"phase":"bump_detected","blockRms":0.99942505,"frozen":true}
{"ts":1781739935273,"phase":"bump_detected","blockRms":0.95525527,"frozen":true}
{"ts":1781739935522,"phase":"bump_detected","blockRms":0.30841824,"frozen":true}
{"ts":1781739935550,"phase":"bump_detected","blockRms":0.9897705,"frozen":true}
{"ts":1781739935555,"phase":"bump_detected","blockRms":0.94995147,"frozen":true}
{"ts":1781739935639,"phase":"test_step_snapshot","scriptId":"car_field_v3","stepId":"finish","stepTitle":"結束與匯出","stepIndex":13,"totalSteps":14,"rawDb":-1.0309781,"cancelledDb":-1.0309781,"reductionDb":0.0,"vehicleSpeedKmh":0.2016,"vehicleSpeedValid":true,"dominantNoiseBand":"MUSIC_BROAD","tier":"PRO","ancState":"MusicMode","estimatedLatencyMs":317.70834,"maxCancelFrequencyHz":35.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"elapsedSec":1809,"suggestedObserveSec":0}
{"ts":1781739936034,"phase":"bump_detected","blockRms":0.35091227,"frozen":true}
{"ts":1781739936039,"phase":"bump_detected","blockRms":0.472364,"frozen":true}
{"ts":1781739936046,"phase":"bump_detected","blockRms":0.42768833,"frozen":true}
{"ts":1781739936049,"phase":"bump_detected","blockRms":0.7834332,"frozen":true}
{"ts":1781739936094,"phase":"running_snapshot","guidedTestStepId":"finish","guidedTestActive":true,"rawDb":-5.6928287,"cancelledDb":-5.6928287,"reductionDb":0.0,"tier":"PRO","music":true,"call":false,"routeLabel":"android_auto_default","inputDevice":"Pixel 10 Pro Fold","outputDevice":"Pixel 10 Pro Fold","weightFrozen":false,"processingMode":"floor_noise_music","acousticDelaySamples":38,"cabinProfileId":"skoda_octavia_2019","dominantNoiseBand":"MUSIC_BROAD","bandLowRatio":0.005835616,"bandMidRatio":0.0048163226,"bandHighRatio":0.9893481,"bandConfidence":0.9835125,"mimoZoneCount":4,"mimoTrialEnabled":true,"sirenOverride":false,"engineRpm":0.0,"engineRpmValid":false,"engineRpmSource":"unconfigured","mediaCaptureActive":false,"aecErleDb":0.0,"mediaCorrelation":0.0,"playbackRefActive":false,"maxCancelFrequencyHz":35.0,"latencyLowGain":1.0,"latencyMidGain":0.0,"latencyHighGain":0.0,"latencyMidEnabled":false,"latencyHighEnabled":false,"speedKmh":4.9007444,"speedValid":true,"speedAccuracyM":9.684,"speedSource":"fused","noiseSource":"IDLE","estimatedLatencyMs":317.70834,"latencyRecordMs":140.29167,"latencyTrackMs":140.29167,"latencyBlockMs":1.3333334,"latencyAcousticMs":0.7916667,"latencyFrameworkMs":35.0}
